2016;Domenico Amalfitano,Vincenzo De Simone,Anna Rita Fasolino,Porfirio Tramontana;EXACT: A tool for comprehending VBA-based Excel spreadsheet applications.;483-505;23;Volume 28, Number 6, June 2016;
2016;Leon Moonen,Lori L. Pollock;Introduction to the special issue on software maintenance and evolution.;510-511;2;Volume 28, Number 7, July 2016;
2016;Muhammad Asaduzzaman,Chanchal Kumar Roy,Kevin A. Schneider,Daqing Hou;A Simple, Efficient, Context-sensitive Approach for Code Completion.;512-541;30;Volume 28, Number 7, July 2016;
2016;Paige Rodeghero,Da Huo,Tao Ding,Collin McMillan,Malcom Gethers;An empirical study on how expert knowledge affects bug reports.;542-564;23;Volume 28, Number 7, July 2016;
2016;Cagri Sahin,Mian Wan,Philip Tornquist,Ryan Mckenna,Zachary Pearson,William G. J. Halfond,James A. Clause;How does code obfuscation impact energy usage?;565-588;24;Volume 28, Number 7, July 2016;
2016;Davy Landman,Alexander Serebrenik,Eric Bouwers,Jurgen J. Vinju;Empirical analysis of the relationship between CC and SLOC in a large corpus of Java methods and C functions.;589-618;30;Volume 28, Number 7, July 2016;
2016;Ronald Jabangwe,Claes Wohlin,Kai Petersen,Darja Smite,Jurgen Borstler;A method for investigating the quality of evolving object-oriented software using defects in global software development projects.;622-641;20;Volume 28, Number 8, August 2016;
2016;Ameer Armaly,Collin McMillan;Pragmatic source code reuse via execution record and replay.;642-664;23;Volume 28, Number 8, August 2016;
2016;Anupama Kaushik,Devendra K. Tayal,Kalpana Yadav,Arvinder Kaur;Integrating firefly algorithm in artificial neural network models for accurate software cost predictions.;665-688;24;Volume 28, Number 8, August 2016;
2016;Hisham M. Abushama;PAM-SMEs: process assessment method for small to medium enterprises.;689-711;23;Volume 28, Number 8, August 2016;
2016;Dietmar Pfahl,Marco Kuhrmann,Reda Bendraou,Richard Turner 0001;ICSSP 2015-Special Issue Introduction.;716-721;6;Volume 28, Number 9, September 2016;
2016;Jorg Holtmann,Ruslan Bernijazov,Matthias Meyer,David Schmelter,Christian Tschirner;Integrated and iterative systems engineering and software requirements engineering for technical systems.;722-743;22;Volume 28, Number 9, September 2016;
2016;Christian R. Prause,Markus Bibus,Carsten Dietrich,Wolfgang Jobi;Software product assurance at the German space agency.;744-761;18;Volume 28, Number 9, September 2016;
2016;Hanh Nhi Tran,Mojtaba Hajmoosaei,Christian Percebois,Agnes Front-Conte,Claudia Roncancio;Integrating run-time changes into system and software process enactment.;762-782;21;Volume 28, Number 9, September 2016;
2016;Fabian Rojas Blum,Jocelyn Simmonds,Maria Cecilia Bastarrica;The ;783-799;17;Volume 28, Number 9, September 2016;
2016;Marion Lepmets,Fergal McCaffery,Paul Clarke;Development and benefits of MDevSPICE®, the medical device software process assessment framework.;800-816;17;Volume 28, Number 9, September 2016;
2016;Silvana Togneri MacMahon,Fergal McCaffery,Frank Keenan;The MedITNet assessment framework: development and validation of a framework for improving risk management of medical IT networks.;817-834;18;Volume 28, Number 9, September 2016;
2016;Chanchal Kumar Roy,Andrew Begel,Leon Moonen;Guest editor's introduction to the Special Issue on Program Comprehension (ICPC 2014).;838-839;2;Volume 28, Number 10, October 2016;
2016;Alexandre Perez,Rui Abreu;Framing program comprehension as fault localization.;840-862;23;Volume 28, Number 10, October 2016;
2016;Eduardo Cunha Campos,Lucas Batista Leite de Souza,Marcelo de Almeida Maia;Searching crowd knowledge to recommend solutions for API usage tasks.;863-892;30;Volume 28, Number 10, October 2016;
2016;David M. Binkley,Daniel Heinz,Dawn Lawrie,Justin Overfelt;Source code analysis with LDA.;893-920;28;Volume 28, Number 10, October 2016;
2016;Shaowei Wang,David Lo;AmaLgam+: Composing Rich Information Sources for Accurate Bug Localization.;921-942;22;Volume 28, Number 10, October 2016;
2016;Miklos Biro,Richard Messnarz,Ricardo Colomo Palacios;Results and lessons learned in System, Software & Service Process Improvement & Innovation.;946-949;4;Volume 28, Number 11, November 2016;
2016;Suha Akman,Mert Ozmut,Burak Aydin,Serhat Gokturk;Experience report: implementing requirement traceability throughout the software development life cycle.;950-954;5;Volume 28, Number 11, November 2016;
2016;Jozef De Man;Objective-driven process appraisals: an educational experiment.;955-959;5;Volume 28, Number 11, November 2016;
2016;Zador Daniel Kelemen,Balazs Todor,Sandor Hodosi,Akos Somfai;Refactoring technical support to reduce interrupts of developers.;960-968;9;Volume 28, Number 11, November 2016;
2016;Xabier Larrucea,Izaskun Santamaria,Ricardo Colomo Palacios;Assessing ISO/IEC29110 by means of ITMark: results from an experience factory.;969-980;12;Volume 28, Number 11, November 2016;
2016;Antonia Mas Picahaco,Antoni Lluis Mesquida,Milos Jovanovic,Joan Barcelo;Lessons learned from 4-year empowering project management with TALAIA OpenPPM.;981-989;9;Volume 28, Number 11, November 2016;
2016;Annick Majchrowski,Christophe Ponsard,Sanae Saadaoui,Jacques Flamand,Jean-Christophe Deprez;Software development practices in small entities: an ISO29110-based survey.;990-999;10;Volume 28, Number 11, November 2016;
2016;Alexander Poth;Effectivity and economical aspects for agile quality assurance in large enterprises.;1000-1004;5;Volume 28, Number 11, November 2016;
2016;Peter Rust,Derek Flood,Fergal McCaffery;Creation of an IEC 62304 compliant software development plan.;1005-1010;6;Volume 28, Number 11, November 2016;
2016;Rainer Dreves,Frank Hallmayer,Lutz Haunert,Bernhard Sechser,Armin Riess;A method to realize traceability in development processes.;1011-1019;9;Volume 28, Number 11, November 2016;
2016;Marouane Kessentini,Mel O Cinneide;Introduction to the special issue on search-based software engineering (NasBASE 2015).;1024;1;Volume 28, Number 12, December 2016;
2016;Muhammad Rezaul Karim,Gunther Ruhe,Md. Mainur Rahman,Vahid Garousi,Thomas Zimmermann 0001;An empirical investigation of single-objective and multiobjective evolutionary algorithms for developer's assignment to bugs.;1025-1060;36;Volume 28, Number 12, December 2016;
2016;Wenbin Li,Jane Huffman Hayes,Giuliano Antoniol,Yann-Gael Gueheneuc,Bram Adams;Error leakage and wasted time: sensitivity and effort analysis of a requirements consistency checking process.;1061-1080;20;Volume 28, Number 12, December 2016;
2016;Martin Fleck,Javier Troya,Manuel Wimmer;Search-based model transformations.;1081-1117;37;Volume 28, Number 12, December 2016;
2015;C. L. Pacheco,I. A. Garcia,Jose Antonio Calvo-Manzano Villalon,Magdalena Arcilla;A proposed model for reuse of software requirements in requirements catalog.;1-21;21;Volume 27, Number 1, January 2015;
2015;Gabriella Carrozza,Roberto Pietrantuono,Stefano Russo;Defect analysis in mission-critical software systems: a detailed investigation.;22-49;28;Volume 27, Number 1, January 2015;
2015;Philipp Holtkamp,Ivan Lau,Jan Martin Pawlowski;How software development competences change in global settings - an explorative study.;50-72;23;Volume 27, Number 1, January 2015;
2015;Jan Vlietland,Johannes C. van Vliet;Information sharing for effective IT incident resolving in IT service provider networks: a financial service case study.;73-94;22;Volume 27, Number 2, February 2015;
2015;Raed Shatnawi;Deriving metrics thresholds using log transformation.;95-113;19;Volume 27, Number 2, February 2015;
2015;Marco Kuhrmann;Crafting a software process improvement approach - a retrospective systematization.;114-145;32;Volume 27, Number 2, February 2015;
2015;J. Laurenz Eveleens,Peter Kampstra,Chris Verhoef;Quantifying fair payment after outsourcing - a case study.;147-165;19;Volume 27, Number 3, March 2015;
2015;Eya Ben Charrada,Anne Martens,Martin Glinz;Supporting requirements update during software evolution.;166-194;29;Volume 27, Number 3, March 2015;
2015;Xin Xia,David Lo,Xinyu Wang,Bo Zhou;Dual analysis for recommending developers to resolve bugs.;195-220;26;Volume 27, Number 3, March 2015;
2015;Fuensanta Medina-Dominguez,Maribel Sanchez-Segura,Ana Maria Moreno,Daniel Santin;Collaborative tools: computer science students' skills versus software industry needs.;221-235;15;Volume 27, Number 3, March 2015;
2015;Faisal Tehseen Shah,Shafay Shamail,Niaz Ahmad Akhtar;Lean quality improvement model for quality practices in software industry in Pakistan.;237-254;18;Volume 27, Number 4, April 2015;
2015;David M. Binkley,Dawn Lawrie;The impact of vocabulary normalization.;255-273;19;Volume 27, Number 4, April 2015;
2015;Anu Valtanen,Helena Merikoski,Jarmo J. Ahonen,Sarah Beecham;Applying software process modeling to improve customer support processes.;274-293;20;Volume 27, Number 4, April 2015;
2015;Davide Di Ruscio,Patrizio Pelliccione;A model-driven approach to detect faults in FOSS systems.;294-318;25;Volume 27, Number 4, April 2015;
2015;Derek Flood,Fergal McCaffery,Valentine Casey,Ruth McKeever,Peter Rust;A roadmap to ISO 14971 implementation.;319-336;18;Volume 27, Number 5, May 2015;
2015;Maryam Razavian,Patricia Lago;A systematic literature review on SOA migration.;337-372;36;Volume 27, Number 5, May 2015;
2015;Jehad Al Dallal;Accounting for data encapsulation in the measurement of object-oriented class cohesion.;373-400;28;Volume 27, Number 5, May 2015;
2015;Rainer Koschke,Juergen Rilling;Preface special section on software clones (IWSC'13).;401;1;Volume 27, Number 6, June 2015;
2015;Hitesh Sajnani,Vaibhav Saini,Cristina Videira Lopes;A parallel and efficient approach to large scale clone detection.;402-429;28;Volume 27, Number 6, June 2015;
2015;Jeffrey Svajlenko,Iman Keivanloo,Chanchal Kumar Roy;Big data clone detection using classical detectors: an exploratory study.;430-464;35;Volume 27, Number 6, June 2015;
2015;Jens Heidrich,Markku Oivo,Andreas Jedlitschka;Software productivity and effort estimation.;465-466;2;Volume 27, Number 7, July 2015;
2015;Daniel Graziotin,Xiaofeng Wang,Pekka Abrahamsson;Do feelings matter? On the correlation of affects and the self-assessed productivity in software engineering.;467-487;21;Volume 27, Number 7, July 2015;
2015;Sousuke Amasaki,Chris Lokan;On the effectiveness of weighted moving windows: Experiment on linear regression based software effort estimation.;488-507;20;Volume 27, Number 7, July 2015;
2015;Miklos Biro,Richard Messnarz,Ricardo Colomo Palacios;Process improvement approaches fertilised by advances in SPI.;509-513;5;Volume 27, Number 8, August 2015;
2015;Sujin Choi,Dae-Kyoo Kim,Sooyong Park;Identifying correlations of findings for building process improvement packages using graph clustering.;514-527;14;Volume 27, Number 8, August 2015;
2015;Lohana Lema,Jose Antonio Calvo-Manzano Villalon,Ricardo Colomo Palacios,Magdalena Arcilla;ITIL in small to medium-sized enterprises software companies: towards an implementation sequence.;528-538;11;Volume 27, Number 8, August 2015;
2015;Jozef De Man;Experience with teaching and applying process appraisals at a university.;539-544;6;Volume 27, Number 8, August 2015;
2015;Janos Ivanyos,Eva Sandor-Kriszt;ECQA Governance SPICE assessor skills for evaluating integrated risk management scenarios.;545-554;10;Volume 27, Number 8, August 2015;
2015;Harjinder Rahanu,Elli Georgiadou,Kerstin V. Siakas,Damjan Ekert,Richard Messnarz,Geetha Abeysinghe;Towards relating delivery methods and examination success: lessons learned from the VALO LLP project case study.;555-564;10;Volume 27, Number 8, August 2015;
2015;Marion Lepmets,Paul Clarke,Fergal McCaffery,Anita Finnegan,Alec Dorling;Development of MDevSPICE® - the medical device software process assessment framework.;565-572;8;Volume 27, Number 8, August 2015;
2015;Jan Pries-Heje,Jorn Johansen;Choosing change strategy for ISO/IEC 33014.;573-583;11;Volume 27, Number 8, August 2015;
2015;Wolfgang Raschke,Massimiliano Zilli,Johannes Loinig,Reinhold Weiss,Christian Steger,Christian Kreiner;Where does all this waste come from?;584-590;7;Volume 27, Number 8, August 2015;
2015;Gilbert Regan,Miklos Biro,Derek Flood,Fergal McCaffery;Assessing traceability - practical experiences and lessons learned.;591-601;11;Volume 27, Number 8, August 2015;
2015;Giulio Barabino,Giulio Concas,Erika Corona,Daniele Grechi,Michele Marchesi,Danilo Tigano;Web framework points: an effort estimation methodology for Web application development using a content management framework.;603-624;22;Volume 27, Number 9, September 2015;
2015;Fuqun Huang,Bin Liu,Shihai Wang,Qiuying Li;The impact of software process consistency on residual defects.;625-646;22;Volume 27, Number 9, September 2015;
2015;Krzysztof Wnuk,Jaap Kabbedijk,Sjaak Brinkkemper,Bjorn Regnell,David Callele;Exploring factors affecting decision outcome and lead time in large-scale requirements engineering.;647-673;27;Volume 27, Number 9, September 2015;
2015;Matias Nicoletti,Silvia N. Schiaffino,Jorge Andres Diaz Pace;An optimization-based tool to support the cost-effective production of software architecture documentation.;674-699;26;Volume 27, Number 9, September 2015;
2015;Mahmood Niazi;A comparative study of software process improvement implementation success factors.;700-722;23;Volume 27, Number 9, September 2015;
2015;Buturab Rizvi,Ebrahim Bagheri,Dragan Gasevic;A systematic review of distributed Agile software engineering.;723-762;40;Volume 27, Number 10, October 2015;
2015;Bayarbuyan Ulziit,Zeeshan Akhtar Warraich,Cigdem Gencel,Kai Petersen;A conceptual framework of challenges and solutions for managing global software maintenance.;763-792;30;Volume 27, Number 10, October 2015;
2015;Jing Qiu,Xiaohong Su,Peijun Ma;Identifying functions in binary code with reverse extended control flow graphs.;793-820;28;Volume 27, Number 10, October 2015;
2015;Dilan Sahin,Marouane Kessentini,Manuel Wimmer,Kalyanmoy Deb;Model transformation testing: a bi-level search-based software engineering approach.;821-837;17;Volume 27, Number 11, November 2015;
2015;Hongyu Kuang,Patrick Mader,Hao Hu,Achraf Ghabi,LiGuo Huang,Jian Lu,Alexander Egyed;Can method data dependencies support the assessment of traceability between requirements and source code?;838-866;29;Volume 27, Number 11, November 2015;
2015;Ghulam Rasool,Zeeshan Arshad;A review of code smell mining techniques.;867-895;29;Volume 27, Number 11, November 2015;
2015;Natalja Nikitina Calderon,Mira Kajko-Mattsson,Andrew James Nolan;Successful process improvement projects are no accidents.;896-911;16;Volume 27, Number 11, November 2015;
2015;Maryam Nooraei Abadeh,Seyed-Hassan Mirian-Hosseinabadi;Delta-based regression testing: a formal framework towards model-driven regression testing.;913-952;40;Volume 27, Number 12, December 2015;
2015;Christin Lindholm;Involving user perspective in a software risk management process.;953-975;23;Volume 27, Number 12, December 2015;
2015;Jhoney da. Silva Lopes,Jose Luis Braga,Moises A. Resende-Filho;Systems dynamics model for decision support in risk assessment in software projects.;976-989;14;Volume 27, Number 12, December 2015;
2015;Jukka Ruohonen,Sami Hyrynsalmi,Ville Leppanen;Time series trends in software evolution.;990-1015;26;Volume 27, Number 12, December 2015;
2014;Martin Pinzger,Denys Poshyvanyk;Special issue: a selection of distinguished papers from the 18th Working Conference on Reverse Engineering 2011.;1-2;2;Volume 26, Number 1, January 2014;
2014;Weiyi Shang,Zhen Ming Jiang,Bram Adams,Ahmed E. Hassan,Michael W. Godfrey,Mohamed N. Nasser,Parminder Flora;An exploratory study of the evolution of communicated information about the execution of large software systems.;3-26;24;Volume 26, Number 1, January 2014;
2014;Xiaoran Wang,Lori L. Pollock,K. Vijay-Shanker;Automatic Segmentation of Method Code into Meaningful Blocks: Design and Evaluation.;27-49;23;Volume 26, Number 1, January 2014;
2014;Amir Aryani,Fabrizio Perin,Mircea Lungu,Abdun Naser Mahmood,Oscar Nierstrasz;Predicting dependences using domain-based coupling.;50-76;27;Volume 26, Number 1, January 2014;
2014;Fehmi Jaafar,Yann-Gael Gueheneuc,Sylvie Hamel,Giuliano Antoniol;Detecting asynchrony and dephase change patterns by mining software repositories.;77-106;30;Volume 26, Number 1, January 2014;
2014;Steven Davies,Marc Roper,Murray Wood;Comparing text-based and dependence-based approaches for determining the origins of bugs.;107-139;33;Volume 26, Number 1, January 2014;
2014;Maryam Razavian,Patricia Lago;A lean and mean strategy: a data migration industrial study.;141-171;31;Volume 26, Number 2, February 2014;
2014;Lucia,David Lo,Lingxiao Jiang,Ferdian Thung,Aditya Budi;Extended comprehensive study of association measures for fault localization.;172-219;48;Volume 26, Number 2, February 2014;
2014;Syed Muhammad Ali Shah,Cigdem Gencel,Usman Sattar Alvi,Kai Petersen;Towards a hybrid testing process unifying exploratory testing and scripted testing.;220-250;31;Volume 26, Number 2, February 2014;
2014;Michael Unterkalmsteiner,Tony Gorschek,A. K. M. Moinul Islam,Chow Kian Cheng,Rahadian Bayu Permadi,Robert Feldt;A conceptual framework for SPI evaluation.;251-279;29;Volume 26, Number 2, February 2014;
2014;Miklos Biro,Richard Messnarz,Ricardo Colomo Palacios;Application themes of software process assessment and improvement.;281-283;3;Volume 26, Number 3, March 2014;
2014;Richard Messnarz,Miguel-Angel Sicilia,Miklos Biro,Elena Garcia Barriocanal,Miguel Garre-Rubio,Kerstin V. Siakas,Adrienne Clarke;Social responsibility aspects supporting the success of SPI.;284-294;11;Volume 26, Number 3, March 2014;
2014;Tim C. Kasse,Jorn Johansen;Maturity differences between customer and supplier - challenges, problems, and possible solutions.;295-305;11;Volume 26, Number 3, March 2014;
2014;Motoko Takeuchi,Naohiko Kohtake,Seiko Shirasaka,Yumi Koishi,Kazunori Shioya;Report on an assessment experience based on ISO/IEC 29110.;306-312;7;Volume 26, Number 3, March 2014;
2014;Peter Balazs Polgar,Ferenc Kazinci;Process communication in medical software development.;313-320;8;Volume 26, Number 3, March 2014;
2014;Badari Kotejoshyer,Birendra Singh,Suhas Tittibha;Rule-based requirements management methodology.;321-328;8;Volume 26, Number 3, March 2014;
2014;Javier Saldana Ramos,Ana Sanz-Esteban,Javier Garcia,Antonio Amescua;Skills and abilities for working in a global software development team: a competence model.;329-338;10;Volume 26, Number 3, March 2014;
2014;Diego Martin,Javier Garcia Guzman,Julian Urbano,Antonio Amescua;Modeling software development practices using reusable project patterns: a case study.;339-349;11;Volume 26, Number 3, March 2014;
2014;Tomas Schweigert,Andreas Nehfort;Technical issues in test process assessment and their current handling in TestSPICE.;350-356;7;Volume 26, Number 3, March 2014;
2014;Timo Varkoi,Risto Nevalainen,Timo Makinen;Toward nuclear SPICE - integrating IEC 61508, IEC 60880 and SPICE.;357-365;9;Volume 26, Number 3, March 2014;
2014;David Raffo,Dietmar Pfahl,Li Zhang;ICSSP 2011 Special issue: processes for tomorrow's systems and software engineering: an evolving dynamic domain.;369-370;2;Volume 26, Number 4, April 2014;
2014;Frank Elberzhager,Jurgen Munch,H. Dieter Rombach,Bernd G. Freimut;Integrating inspection and test processes based on context-specific assumptions.;371-385;15;Volume 26, Number 4, April 2014;
2014;Julio Ariel Hurtado Alegria,Maria Cecilia Bastarrica,Alcides Quispe,Sergio F. Ochoa;MDE-based process tailoring strategy.;386-403;18;Volume 26, Number 4, April 2014;
2014;Maria Paasivaara,Casper Lassenius;Agile coaching for global software development.;404-418;15;Volume 26, Number 4, April 2014;
2014;Lorea Belategi,Goiuria Sagardui Mendieta,Leire Etxeberria,Maider Azanza;Embedded software product lines: domain and application engineering model-based analysis processes.;419-433;15;Volume 26, Number 4, April 2014;
2014;Julio Ariel Hurtado Alegria,Maria Cecilia Bastarrica,Alexandre Bergel;Avispa: a tool for analyzing software process models.;434-450;17;Volume 26, Number 4, April 2014;
2014;Carlton A. Crabtree,Anthony F. Norcio,Carolyn B. Seaman;An empirical study of process knowledge: coherence as a static process property.;451-463;13;Volume 26, Number 4, April 2014;
2014;Miklos Biro,Richard Messnarz,Ricardo Colomo Palacios;Software process improvement leveraged in various application domains.;465-467;3;Volume 26, Number 5, May 2014;
2014;Phelim Dowling;Successfully transitioning a research project to a commercial spin-out using an agile software process.;468-475;8;Volume 26, Number 5, May 2014;
2014;Marcos Ruano Mayoral,Cristina Casado-Lumbreras,Helena Garbarino-Alberti,Sanjay Misra;Methodological framework for the allocation of work packages in global software development.;476-487;12;Volume 26, Number 5, May 2014;
2014;Onur Kaynak,N. Alpay Karagoz;Experience report: implementation of a multi-standard compliant process improvement program.;488-495;8;Volume 26, Number 5, May 2014;
2014;Herve Cholez,Frederic Girard;Maturity assessment and process improvement for information security management in small and medium enterprises.;496-503;8;Volume 26, Number 5, May 2014;
2014;Martin McHugh,Fergal McCaffery,Valentine Casey;Adopting agile practices when developing software for use in the medical domain.;504-512;9;Volume 26, Number 5, May 2014;
2014;Tomas Schweigert,Detlef Vohwinkel,Morten Korsaa,Risto Nevalainen,Miklos Biro;Agile maturity model: analysing agile maturity characteristics from the SPICE perspective.;513-520;8;Volume 26, Number 5, May 2014;
2014;Hideto Ogasawara,Takumi Kusanagi,Minoru Aizawa;Proposal and practice of software process improvement framework - Toshiba's software process improvement history since 2000.;521-529;9;Volume 26, Number 5, May 2014;
2014;Mariano Ceccato,Zheng Li,James R. Cordy;Guest editorial for the special issue on source code analysis and manipulation, SCAM 2012.;531-532;2;Volume 26, Number 6, June 2014;
2014;Chris Wilcox,Michelle Strout,James M. Bieman;An optimization-based approach to lookup table program transformations.;533-551;19;Volume 26, Number 6, June 2014;
2014;Andre L. Santos;GUI code tracing through direct program interaction.;552-568;17;Volume 26, Number 6, June 2014;
2014;Lajos Schrettner,Judit Jasz,Tamas Gergely,Arpad Beszedes,Tibor Gyimothy;Impact analysis in the presence of dependence clusters using Static Execute After in WebKit.;569-588;20;Volume 26, Number 6, June 2014;
2014;Jesus M. Gonzalez-Barahona,Gregorio Robles,Israel Herraiz,Felipe Ortega;Studying the laws of software evolution in a long-lived FLOSS project.;589-612;24;Volume 26, Number 7, July 2014;
2014;Michael W. Godfrey,Daniel M. German;On the evolution of Lehman's Laws.;613-619;7;Volume 26, Number 7, July 2014;
2014;Yguarata Cerqueira Cavalcanti,Paulo Anselmo da Mota Silveira Neto,Ivan do Carmo Machado,Tassio Ferreira Vale,Eduardo Santana de Almeida,Silvio Romero de Lemos Meira;Challenges and opportunities for software change request repositories: a systematic mapping study.;620-653;34;Volume 26, Number 7, July 2014;
2014;Aakash Ahmad,Pooyan Jamshidi,Claus Pahl;Classification and comparison of architecture evolution reuse knowledge - a systematic review.;654-691;38;Volume 26, Number 7, July 2014;
2014;Adnane Ghannem,Ghizlane El-Boussaidi,Marouane Kessentini;Model refactoring using examples: a search-based approach.;692-713;22;Volume 26, Number 7, July 2014;
2014;Jana Samalikova,Rob J. Kusters,Jos J. M. Trienekens,Ton Weijters;Process mining support for Capability Maturity Model Integration-based software process assessment, in principle and in practice.;714-728;15;Volume 26, Number 7, July 2014;
2014;Tom Mens,Anthony Cleve;CSMR 2012 Special issue - Guest editorial.;729;1;Volume 26, Number 8, August 2014;
2014;Sarah Nadi,Richard C. Holt;The Linux kernel: a case study of build system variability.;730-746;17;Volume 26, Number 8, August 2014;
2014;Rainer Koschke;Large-scale inter-system clone detection using suffix trees and hashing.;747-769;23;Volume 26, Number 8, August 2014;
2014;Miklos Biro,Richard Messnarz,Ricardo Colomo Palacios;Snapshot of industrial experiences shared at the 20th anniversary EuroSPI conference.;771-775;5;Volume 26, Number 9, September 2014;
2014;Filipe Albero Pomar,Jose A. Calvo-Manzano,Edgar Caballero,Magdalena Arcilla-Cobian;Understanding sprint velocity fluctuations for improved project plans with Scrum: a case study.;776-783;8;Volume 26, Number 9, September 2014;
2014;Paraic Hegarty,Eoghan O'Leary,Danny Dineen,David W. Bustard,Adrian Moore;Transition to a product line infrastructure: experience at Akari Software.;784-790;7;Volume 26, Number 9, September 2014;
2014;Ricardo Colomo Palacios,Richard Messnarz,Kerstin V. Siakas,Daniel Palosi,Darragh Coakley;Using social media as a tool for business improvement and certification of knowledge workers.;791-798;8;Volume 26, Number 9, September 2014;
2014;Stephane Cortina,Alain Renault,Michel Picard;Assessing partially outsourced processes - lessons learned from TIPA assessments.;799-807;9;Volume 26, Number 9, September 2014;
2014;Lucas Grossi,Jose A. Calvo-Manzano,Tomas San Feliu Gilabert;High-maturity levels: achieving CMMI ML-5 in a consultancy company.;808-817;10;Volume 26, Number 9, September 2014;
2014;Alberto Heredia,Javier Garcia Guzman,Antonio de Amescua Seco,Manuel Velasco-Diego;Agile practices adapted to mass-market application development.;818-828;11;Volume 26, Number 9, September 2014;
2014;Masao Ito,Koichi Kishida;An approach to manage the concept phase of ISO 26262.;829-836;8;Volume 26, Number 9, September 2014;
2014;Xabier Larrucea,Izaskun Santamaria;An industrial assessment for a multimodel framework.;837-845;9;Volume 26, Number 9, September 2014;
2014;Antoni Lluis Mesquida,Antonia Mas Picahaco;A project management improvement program according to ISO/IEC 29110 and PMBOK;846-854;9;Volume 26, Number 9, September 2014;
2014;Efi Papatheocharous,Andreas S. Andreou;Empirical evidence and state of practice of software agile teams.;855-866;12;Volume 26, Number 9, September 2014;
2014;LiGuo Huang,Ove Armbrust;Guest editors' introduction.;867-868;2;Volume 26, Number 10, October 2014;
2014;Leon J. Osterweil;Learning about application software by studying processes.;869-876;8;Volume 26, Number 10, October 2014;
2014;Dan Houston;A generalized duration forecasting model of test-and-fix cycles.;877-889;13;Volume 26, Number 10, October 2014;
