2016;Daniel Lemire,Leonid Boytsov,Nathan Kurz;SIMD compression and the intersection of sorted integers.;http://dx.doi.org/10.1002/spe.2326;723-749;27;Volume 46, Number 6, June 2016;
2016;Kartik Gupta,V. Krishna Nandivada;Lexical state analyzer for JavaCC grammars.;http://dx.doi.org/10.1002/spe.2322;751-765;15;Volume 46, Number 6, June 2016;
2016;Karla Saur,Michael W. Hicks,Jeffrey S. Foster;C-strider: type-aware heap traversal for C.;http://dx.doi.org/10.1002/spe.2332;767-788;22;Volume 46, Number 6, June 2016;
2016;Daniel Bristot de Oliveira,Rômulo Silva de Oliveira;Timing analysis of the PREEMPT RT Linux kernel.;http://dx.doi.org/10.1002/spe.2333;789-819;31;Volume 46, Number 6, June 2016;
2016;Juri Lelli,Claudio Scordino,Luca Abeni,Dario Faggioli;Deadline scheduling in the Linux kernel.;http://dx.doi.org/10.1002/spe.2335;821-839;19;Volume 46, Number 6, June 2016;
2016;Seong-Won Lee,Soo-Mook Moon,Seong-Moo Kim;Flow-sensitive runtime estimation: an enhanced hot spot detection heuristics for embedded Java just-in-time compilers.;http://dx.doi.org/10.1002/spe.2315;841-864;24;Volume 46, Number 6, June 2016;
2016;Shiyi Wei,Franceska Xhakaj,Barbara G. Ryder;Empirical study of the dynamic behavior of JavaScript objects.;http://dx.doi.org/10.1002/spe.2334;867-889;23;Volume 46, Number 7, July 2016;
2016;Robert Soulé,Martin Hirzel,Bugra Gedik,Robert Grimm;River: an intermediate language for stream processing.;http://dx.doi.org/10.1002/spe.2338;891-929;39;Volume 46, Number 7, July 2016;
2016;Thomas Sherwood,Ezak Ahmad,Moi Hoon Yap;Formulating efficient software solution for digital image processing system.;http://dx.doi.org/10.1002/spe.2339;931-954;24;Volume 46, Number 7, July 2016;
2016;Georgios Dagkakis,Ioannis Papagiannopoulos,Cathal Heavey;ManPy: an open-source software tool for building discrete event simulation models of manufacturing systems.;http://dx.doi.org/10.1002/spe.2347;955-981;27;Volume 46, Number 7, July 2016;
2016;Beniamino Di Martino,Antonio Esposito;A rule-based procedure for automatic recognition of design patterns in UML diagrams.;http://dx.doi.org/10.1002/spe.2336;983-1007;25;Volume 46, Number 7, July 2016;
2016;José Ricardo da S. Junior,Esteban Clua,Leonardo Murta;Efficient image-aware version control systems using GPU.;http://dx.doi.org/10.1002/spe.2340;1011-1033;23;Volume 46, Number 8, August 2016;
2016;David Ruano-Ordás,Jorge Fdez-Glez,Florentino Fdez-Riverola,José Ramon Méndez;Using new scheduling heuristics based on resource consumption information for increasing throughput on rule-based spam filtering systems.;http://dx.doi.org/10.1002/spe.2343;1035-1051;17;Volume 46, Number 8, August 2016;
2016;Aibek Sarimbekov,Lukas Stadler,Lubomír Bulej,Andreas Sewe,Andrej Podzimek,Yudi Zheng,Walter Binder;Workload characterization of JVM languages.;http://dx.doi.org/10.1002/spe.2337;1053-1089;37;Volume 46, Number 8, August 2016;
2016;David Ruano-Ordás,Jorge Fdez-Glez,Florentino Fdez-Riverola,Vítor Basto Fernandes,José Ramon Méndez;RuleSIM: a toolkit for simulating the operation and improving throughput of rule-based spam filters.;http://dx.doi.org/10.1002/spe.2342;1091-1108;18;Volume 46, Number 8, August 2016;
2016;Yi-Ping You,Jian-Ru Chen;A static region-based compiler for the Dalvik virtual machine.;http://dx.doi.org/10.1002/spe.2344;1109-1130;22;Volume 46, Number 8, August 2016;
2016;Daniele Cono D'Elia,Camil Demetrescu,Irene Finocchi;Mining hot calling contexts in small space.;http://dx.doi.org/10.1002/spe.2348;1131-1152;22;Volume 46, Number 8, August 2016;
2016;Renaud Pawlak,Martin Monperrus,Nicolas Petitprez,Carlos Noguera,Lionel Seinturier;SPOON: A library for implementing analyses and transformations of Java source code.;http://dx.doi.org/10.1002/spe.2346;1155-1179;25;Volume 46, Number 9, September 2016;
2016;Giorgio C. Buttazzo,Carmelo Di Franco,Mauro Marinoni;Design and analysis of target-sensitive real-time systems.;http://dx.doi.org/10.1002/spe.2373;1181-1200;20;Volume 46, Number 9, September 2016;
2016;Weijun Liu,Ge Nong,Wai Hong Chan,Yi Wu 0011;Improving a lightweight LZ77 computation algorithm for running faster.;http://dx.doi.org/10.1002/spe.2377;1201-1217;17;Volume 46, Number 9, September 2016;
2016;Sukyoung Ryu;Scalable framework for parsing: from Fortress to JavaScript.;http://dx.doi.org/10.1002/spe.2380;1219-1238;20;Volume 46, Number 9, September 2016;
2016;Alessandro J. De Souza,Anderson Luiz de Oliveira Cavalcanti;Visual Language for Use Case Description.;http://dx.doi.org/10.1002/spe.2376;1239-1261;23;Volume 46, Number 9, September 2016;
2016;Renhai Chen,Zhaoyan Shen,Chenlin Ma,Zili Shao,Yong Guan;NVMRA: utilizing NVM to improve the random write operations for NAND-flash-based mobile devices.;http://dx.doi.org/10.1002/spe.2378;1263-1284;22;Volume 46, Number 9, September 2016;
2016;Adam Richard,Lai Nguyen,Peter Shipton,Kenneth B. Kent,Azden Bierbrauer,Konstantin Nasartschuk,Marcel Dombrowski;Inter-JVM Sharing.;http://dx.doi.org/10.1002/spe.2379;1285-1296;12;Volume 46, Number 9, September 2016;
2016;Roberto R. Osorio,Patricia González;A fast algorithm for constructing nearly optimal prefix codes.;http://dx.doi.org/10.1002/spe.2375;1299-1316;18;Volume 46, Number 10, October 2016;
2016;Sol Kim,Kihong Heo,Hakjoo Oh,Kwangkeun Yi;Widening with thresholds via binary search.;http://dx.doi.org/10.1002/spe.2381;1317-1328;12;Volume 46, Number 10, October 2016;
2016;Khaled Mohammed Al-Naami,Sadi Evren Seker,Latifur Khan;GISQAF: MapReduce guided spatial query processing and analytics system.;http://dx.doi.org/10.1002/spe.2383;1329-1349;21;Volume 46, Number 10, October 2016;
2016;Walter Binder,Philippe Moret,Éric Tanter,Danilo Ansaloni;Polymorphic bytecode instrumentation.;http://dx.doi.org/10.1002/spe.2385;1351-1380;30;Volume 46, Number 10, October 2016;
2016;Fabrizio Riguzzi,Elena Bellodi,Evelina Lamma,Riccardo Zese,Giuseppe Cota;Probabilistic logic programming on the web.;http://dx.doi.org/10.1002/spe.2386;1381-1396;16;Volume 46, Number 10, October 2016;
2016;Julien Desfossez,Mathieu Desnoyers,Michel R. Dagenais;Runtime latency detection and analysis.;http://dx.doi.org/10.1002/spe.2389;1397-1409;13;Volume 46, Number 10, October 2016;
2016;Jean-Christophe Petkovich,Augusto Born de Oliveira,Y. Zhang,Thomas Reidemeister,Sebastian Fischmeister;DataMill: a distributed heterogeneous infrastructure for robust experimentation.;http://dx.doi.org/10.1002/spe.2382;1411-1440;30;Volume 46, Number 10, October 2016;
2016;Wahiba Ben Abdessalem Karaa,Zeineb Ben Azzouz,Aarti Singh,Nilanjan Dey,Amira S. Ashour,Henda Ben Ghazala;Automatic builder of class diagram (ABCD): an application of UML generation from functional requirements.;http://dx.doi.org/10.1002/spe.2384;1443-1458;16;Volume 46, Number 11, November 2016;
2016;Tonis Saar,Marlon Dumas,Marti Kaljuve,Nataliia Semenenko;Browserbite: cross-browser testing via image processing.;http://dx.doi.org/10.1002/spe.2387;1459-1477;19;Volume 46, Number 11, November 2016;
2016;Mohiuddin Solaimani,Mohammed Iftekhar,Latifur Khan,Bhavani M. Thuraisingham,Joey Burton Ingram,Sadi Evren Seker;Online anomaly detection for multi-source VMware using a distributed streaming framework.;http://dx.doi.org/10.1002/spe.2390;1479-1497;19;Volume 46, Number 11, November 2016;
2016;Neil Burroughs;Register allocation and spilling using the expected distance heuristic.;http://dx.doi.org/10.1002/spe.2393;1499-1523;25;Volume 46, Number 11, November 2016;
2016;Md. Redowan Mahmud,Mahbuba Afrin,Md. Abdur Razzaque,Mohammad Mehedi Hassan,Abdulhameed Alelaiwi,Majed A. Alrubaian;Maximizing quality of experience through context-aware mobile application scheduling in cloudlet infrastructure.;http://dx.doi.org/10.1002/spe.2392;1525-1545;21;Volume 46, Number 11, November 2016;
2016;Daniel Lemire,Gregory Ssi Yan Kai,Owen Kaser;Consistently faster and smaller compressed bitmaps with Roaring.;http://dx.doi.org/10.1002/spe.2402;1547-1569;23;Volume 46, Number 11, November 2016;
2016;Iain Ireland,José Nelson Amaral,Raúl Silvera,Shimin Cui;SafeType: detecting type violations for type-basedalias analysis of C.;http://dx.doi.org/10.1002/spe.2388;1571-1588;18;Volume 46, Number 11, November 2016;
2016;Yu-Chuan Guo,Wuu Yang,Jiunn-Yeu Chen,Jenq-Kuen Lee;Translating the ARM Neon and VFP instructions in a binary translator.;http://dx.doi.org/10.1002/spe.2394;1591-1615;25;Volume 46, Number 12, December 2016;
2016;Ivan Cukic;A continuation-based task programming model for C++: design of the Causeway library.;http://dx.doi.org/10.1002/spe.2395;1617-1656;40;Volume 46, Number 12, December 2016;
2016;Yang Liu,Andrew Simpson;Privacy-preserving targeted mobile advertising: requirements, design and a prototype implementation.;http://dx.doi.org/10.1002/spe.2403;1657-1684;28;Volume 46, Number 12, December 2016;
2016;Lee Naish,Peter Schachte,Aleck M. MacNally;Adtpp: lightweight efficient safe polymorphic algebraic data types for C.;http://dx.doi.org/10.1002/spe.2407;1685-1703;19;Volume 46, Number 12, December 2016;
2016;A. Omar Portillo-Dominguez,Philip Perry,Damien Magoni,Miao Wang 0002,John Murphy 0001;TRINI: an adaptive load balancing strategy based on garbage collection for clustered Java systems.;http://dx.doi.org/10.1002/spe.2391;1705-1733;29;Volume 46, Number 12, December 2016;
2015;Daniel Lemire,Leonid Boytsov;Decoding billions of integers per second through vectorization.;http://dx.doi.org/10.1002/spe.2203;1-29;29;Volume 45, Number 1, January 2015;
2015;Chung-Ming Huang,Shih Yang Lin,Tsung-Han Hsieh;The personalized context-aware mobile advertisement system using a novel approaching detection method over cellular networks.;http://dx.doi.org/10.1002/spe.2208;31-52;22;Volume 45, Number 1, January 2015;
2015;Olli Salli,Olli Nevalainen,Ville Leppänen;Event-driven asynchronous method calls with the D-Bus message system.;http://dx.doi.org/10.1002/spe.2216;53-74;22;Volume 45, Number 1, January 2015;
2015;Girish Maskeri Rama,Avinash C. Kak;Some structural measures of API usability.;http://dx.doi.org/10.1002/spe.2215;75-110;36;Volume 45, Number 1, January 2015;
2015;Sergio Nesmachnow,Francisco Luna,Enrique Alba;An empirical time analysis of evolutionary algorithms as C programs.;http://dx.doi.org/10.1002/spe.2217;111-142;32;Volume 45, Number 1, January 2015;
2015;Daniel A. Rodríguez-Silva,Iria Rodríguez-Cruz,Francisco Javier González-Castaño;A software architecture for virtualized educational multimedia games in IPTV environments.;http://dx.doi.org/10.1002/spe.2219;143-160;18;Volume 45, Number 2, February 2015;
2015;Mehdi Sheikhalishahi,Lucio Grandinetti,Richard M. Wallace,José Luis Vázquez-Poletti;Autonomic resource contention-aware scheduling.;http://dx.doi.org/10.1002/spe.2223;161-175;15;Volume 45, Number 2, February 2015;
2015;Tegawendé F. Bissyandé,Laurent Réveillère,Julia L. Lawall,Yérom-David Bromberg,Gilles Muller;Implementing an embedded compiler using program transformation rules.;http://dx.doi.org/10.1002/spe.2225;177-196;20;Volume 45, Number 2, February 2015;
2015;Amir Vahid Dastjerdi,Saurabh Kumar Garg,Omer F. Rana,Rajkumar Buyya;CloudPick: a framework for QoS-aware and ontology-based service deployment across clouds.;http://dx.doi.org/10.1002/spe.2288;197-231;35;Volume 45, Number 2, February 2015;
2015;Anshu Dubey,Klaus Weide,Dongwook Lee,John Bachan,Christopher S. Daley,Samuel Olofin,Noel T. Taylor,Paul M. Rich,Lynn B. Reid;Ongoing verification of a multiphysics community code: FLASH.;http://dx.doi.org/10.1002/spe.2220;233-244;12;Volume 45, Number 2, February 2015;
2015;Giulia Costantini,Pietro Ferrara,Agostino Cortesi;A suite of abstract domains for static analysis of string values.;http://dx.doi.org/10.1002/spe.2218;245-287;43;Volume 45, Number 2, February 2015;
2015;Fernando J. Barros;Aspect-oriented programming and pluggable software units: a comparison based on design patterns.;http://dx.doi.org/10.1002/spe.2224;289-314;26;Volume 45, Number 3, March 2015;
2015;Ricardo Terra,Marco Tulio Valente,Krzysztof Czarnecki,Roberto da Silva Bigonha;A recommendation system for repairing violations detected by static architecture conformance checking.;http://dx.doi.org/10.1002/spe.2228;315-342;28;Volume 45, Number 3, March 2015;
2015;Nader Mohamed,Jameela Al-Jaroodi;MidCloud: an agent-based middleware for effective utilization of replicated Cloud services.;http://dx.doi.org/10.1002/spe.2235;343-363;21;Volume 45, Number 3, March 2015;
2015;Mario Andrés Paredes-Valverde,Giner Alor-Hernández,Alejandro Rodríguez González,Rafael Valencia-García,Enrique Jiménez-Domingo;A systematic review of tools, languages, and methodologies for mashup development.;http://dx.doi.org/10.1002/spe.2233;365-397;33;Volume 45, Number 3, March 2015;
2015;Diego Arroyuelo,Francisco Claude,Sebastian Maneth,Veli Mäkinen,Gonzalo Navarro,Kim Nguyen 0001,Jouni Sirén,Niko Välimäki;Fast in-memory XPath search using compressed indexes.;http://dx.doi.org/10.1002/spe.2227;399-434;36;Volume 45, Number 3, March 2015;
2015;Roy Friedman,Amit Portnoy;A generic decentralized trust management framework.;http://dx.doi.org/10.1002/spe.2226;435-454;20;Volume 45, Number 4, April 2015;
2015;Luca Abeni,Csaba Király;Running repeatable and controlled virtual routing experiments.;http://dx.doi.org/10.1002/spe.2232;455-471;17;Volume 45, Number 4, April 2015;
2015;Dae-Kyoo Kim;Design pattern based model transformation with tool support.;http://dx.doi.org/10.1002/spe.2238;473-499;27;Volume 45, Number 4, April 2015;
2015;Minh Ngoc Dinh,David Abramson,Chao Jin,Andrew Gontarek,Bob Moench,Luiz De Rose;A data-centric framework for debugging highly parallel applications.;http://dx.doi.org/10.1002/spe.2239;501-526;26;Volume 45, Number 4, April 2015;
2015;Dietrich Kammer,Dana Henkens,C. Henzen,Rainer Groh;Gesture Formalization for Multitouch.;http://dx.doi.org/10.1002/spe.2247;527-548;22;Volume 45, Number 4, April 2015;
2015;Tseng-Yi Chen,Hsiu-lien Yeh,Hsin-Wen Wei,Mei-ju Sun,Tsan-sheng Hsu,Wei-Kuan Shih;An effective monitoring framework and user interface design.;http://dx.doi.org/10.1002/spe.2248;549-570;22;Volume 45, Number 4, April 2015;
2015;Tom Hume,Des Watson;Is superoptimization viable for VM instruction sets?;http://dx.doi.org/10.1002/spe.2240;571-579;9;Volume 45, Number 4, April 2015;
2015;Alper Ortac,Martin Monperrus,Mira Mezini;Abmash: mashing up legacy Web applications by automated imitation of human actions.;http://dx.doi.org/10.1002/spe.2249;581-612;32;Volume 45, Number 5, May 2015;
2015;Alain Tchana,Noel De Palma,Bruno Dillenseger,Xavier Etchevers;A self-scalable load injection service.;http://dx.doi.org/10.1002/spe.2236;613-632;20;Volume 45, Number 5, May 2015;
2015;Rodrigo da Rosa Righi,Lucas Graebin,Cristiano André da Costa;On the replacement of objects from round-based applications over heterogeneous environments.;http://dx.doi.org/10.1002/spe.2253;633-656;24;Volume 45, Number 5, May 2015;
2015;Yanmei Zhang,Shujuan Jiang,Guan Yuan,Xiaolin Ju,Hongchang Zhang;An approach of class integration test order determination based on test levels.;http://dx.doi.org/10.1002/spe.2260;657-687;31;Volume 45, Number 5, May 2015;
2015;Vítor E. Silva Souza,John Mylopoulos;Designing an adaptive computer-aided ambulance dispatch system with Zanshin: an experience report.;http://dx.doi.org/10.1002/spe.2245;689-725;37;Volume 45, Number 5, May 2015;
2015;Yannis Lilis,Anthony Savidis;An integrated implementation framework for compile-time metaprogramming.;http://dx.doi.org/10.1002/spe.2241;727-763;37;Volume 45, Number 6, June 2015;
2015;Leila Ismail,Latifur Khan;Implementation and performance evaluation of a scheduling algorithm for divisible load parallel applications in a cloud computing environment.;http://dx.doi.org/10.1002/spe.2258;765-781;17;Volume 45, Number 6, June 2015;
2015;Strahil Ristov,Damir Korencic;Fast construction of space-optimized recursive automaton.;http://dx.doi.org/10.1002/spe.2261;783-799;17;Volume 45, Number 6, June 2015;
2015;Francesco Leotta,Massimo Mecella;PLaTHEA: a marker-less people localization and tracking system for home automation.;http://dx.doi.org/10.1002/spe.2262;801-835;35;Volume 45, Number 6, June 2015;
2015;Jung Woo Kim,Jungjoo Seo,Jin Hong 0001,Kunsoo Park,Sung-Ryul Kim;High-speed parallel implementations of the rainbow method based on perfect tables in a heterogeneous system.;http://dx.doi.org/10.1002/spe.2257;837-855;19;Volume 45, Number 6, June 2015;
2015;Charles T. Cook,Yu-Shan Sun,Murali Sitaraman;Experience report: evolution of a web-integrated software development and verification environment.;http://dx.doi.org/10.1002/spe.2259;857-872;16;Volume 45, Number 6, June 2015;
2015;T. H. Tse,Arnaud Gotlieb,Zhenyu Chen;Focus section on quality software.;http://dx.doi.org/10.1002/spe.2318;873-874;2;Volume 45, Number 7, July 2015;
2015;Mickaël Delahaye,Lydie du Bousquet;Selecting a software engineering tool: lessons learnt from mutation analysis.;http://dx.doi.org/10.1002/spe.2312;875-891;17;Volume 45, Number 7, July 2015;
2015;Ji Wu,Tao Yue,Shaukat Ali,Huihui Zhang;A modeling methodology to facilitate safety-oriented architecture design of industrial avionics software.;http://dx.doi.org/10.1002/spe.2281;893-924;32;Volume 45, Number 7, July 2015;
2015;Cristian Mateos,Juan Manuel Rodriguez,Alejandro Zunino;A tool to improve code-first Web services discoverability through text mining techniques.;http://dx.doi.org/10.1002/spe.2268;925-948;24;Volume 45, Number 7, July 2015;
2015;Manoj Kumar,Arun Sharma,Rajesh Kumar;An empirical evaluation of a three-tier conduit framework for multifaceted test case classification and selection using fuzzy-ant colony optimisation approach.;http://dx.doi.org/10.1002/spe.2263;949-971;23;Volume 45, Number 7, July 2015;
2015;Yang Wang,Kenneth B. Kent,Graeme Johnson;Improving J9 virtual machine with LTTng for efficient and effective tracing.;http://dx.doi.org/10.1002/spe.2282;973-987;15;Volume 45, Number 7, July 2015;
2015;Zhe Chen,Yi Gu,Zhiqiu Huang,Jun Zheng,Chang Liu,Ziyi Liu;Model checking aircraft controller software: a case study.;http://dx.doi.org/10.1002/spe.2242;989-1017;29;Volume 45, Number 7, July 2015;
2015;Ilsun You,Marek R. Ogiela,Myunggwon Hwang;Intelligent technologies and applications for big data analytics.;http://dx.doi.org/10.1002/spe.2331;1019-1021;3;Volume 45, Number 8, August 2015;
2015;Chen Li 0009,Linpeng Huang,Luxi Chen;Breeze graph grammar: a graph grammar approach for modeling the software architecture of big data-oriented software systems.;http://dx.doi.org/10.1002/spe.2271;1023-1050;28;Volume 45, Number 8, August 2015;
2015;Jamshaid Ashraf,Omar Khadeer Hussain,Farookh Khadeer Hussain;Making sense from Big RDF Data: OUSAF for measuring ontology usage.;http://dx.doi.org/10.1002/spe.2272;1051-1071;21;Volume 45, Number 8, August 2015;
2015;Dongjin Choi,Pankoo Kim;Identifying the most appropriate expansion of acronyms used in wikipedia text.;http://dx.doi.org/10.1002/spe.2296;1073-1086;14;Volume 45, Number 8, August 2015;
2015;Shih-Hao Hung,Tien-Tzong Tzeng,Gyun-De Wu,Jeng-Peng Shieh;A code offloading scheme for big-data processing in android applications.;http://dx.doi.org/10.1002/spe.2265;1087-1101;15;Volume 45, Number 8, August 2015;
2015;Seong-hun Park,Sung-min Kim,Young-Guk Ha;Scalable visualization for DBpedia ontology analysis using Hadoop.;http://dx.doi.org/10.1002/spe.2310;1103-1114;12;Volume 45, Number 8, August 2015;
2015;Taehong Kim,Myunggwon Hwang,Mi-Nyeong Hwang,Sa-Kwang Song,Do-Heon Jeong,Hanmin Jung;Translation of technical terminologies between English and Korean based on textual big data.;http://dx.doi.org/10.1002/spe.2284;1115-1126;12;Volume 45, Number 8, August 2015;
2015;Aniello Castiglione,Marco Gribaudo,Mauro Iacono,Francesco Palmieri;Modeling performances of concurrent big data applications.;http://dx.doi.org/10.1002/spe.2269;1127-1144;18;Volume 45, Number 8, August 2015;
2015;Antonio J. Jara,Dominique Genoud,Yann Bocchi;Big data for smart cities with KNIME a real experience in the SmartSantander testbed.;http://dx.doi.org/10.1002/spe.2274;1145-1160;16;Volume 45, Number 8, August 2015;
2015;Damaris Fuentes-Lorenzo,Luis Sánchez,Antonio Cuadra Sánchez,Maria del Mar Cutanda-Rodríguez;A RESTful and semantic framework for data integration.;http://dx.doi.org/10.1002/spe.2267;1161-1188;28;Volume 45, Number 9, September 2015;
2015;Françoise Baude,Ludovic Henrio,Cristian Ruz;Programming distributed and adaptable autonomous components - the GCM/ProActive framework.;http://dx.doi.org/10.1002/spe.2270;1189-1227;39;Volume 45, Number 9, September 2015;
2015;Hsung-Pin Chang,Syuan-You Liao,Da-Wei Chang,Guo-Wei Chen;Profit data caching and hybrid disk-aware Completely Fair Queuing scheduling algorithms for hybrid disks.;http://dx.doi.org/10.1002/spe.2279;1229-1249;21;Volume 45, Number 9, September 2015;
2015;Francesco Buccafurri,Gianluca Lax,Antonino Nocera,Domenico Ursino;A system for extracting structural information from Social Network accounts.;http://dx.doi.org/10.1002/spe.2280;1251-1275;25;Volume 45, Number 9, September 2015;
2015;Byeongcheol Lee,Martin Hirzel,Robert Grimm,Kathryn S. McKinley;Debugging mixed-environment programs with Blink.;http://dx.doi.org/10.1002/spe.2276;1277-1306;30;Volume 45, Number 9, September 2015;
2015;Vladimir Sor,Satish Narayana Srirama,Nikita Salnikov-Tarnovski;Memory leak detection in Plumbr.;http://dx.doi.org/10.1002/spe.2275;1307-1330;24;Volume 45, Number 10, October 2015;
2015;Sunny Dhillon,Qusay H. Mahmoud;An evaluation framework for cross-platform mobile application development tools.;http://dx.doi.org/10.1002/spe.2286;1331-1357;27;Volume 45, Number 10, October 2015;
2015;Hasan Sözer;Integrated static code analysis and runtime verification.;http://dx.doi.org/10.1002/spe.2287;1359-1373;15;Volume 45, Number 10, October 2015;
2015;Chris Schneider,Adam Barker,Simon A. Dobson;A survey of self-healing systems frameworks.;http://dx.doi.org/10.1002/spe.2250;1375-1398;24;Volume 45, Number 10, October 2015;
2015;Johannes Willkomm,Christian H. Bischof,H. Martin Bücker;RIOS: efficient I/O in reverse direction.;http://dx.doi.org/10.1002/spe.2252;1399-1427;29;Volume 45, Number 10, October 2015;
